number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3510024,FLORA VISTA MUTUAL DOMESTIC,L,FARMINGTON,SAN JUAN,SWP,3788.0,819000.0,C,Yes,3.0,1.0,2.0,2.0,0.0,1.0,0.0,Surface and Ground,,,,,0.0,,1.0,54401.7,Yes,Yes,1.1319773,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3509824,AZTEC DOMESTIC WATER SYSTEM,5960.0,NM3510224,FARMINGTON WATER SYSTEM,38000.0,A,Yes,5.0,6.0,5.0,Direct Impact with No Alternative Sources of Water
NM3510026,CANONCITO AT APACHE CANYON,L,SANTA FE,SANTA FE,GW,250.0,32000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,74513,Yes,Yes,1.5504484,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510027,CABALLO LAKE MDWCA,L,CABALLO,SIERRA,GW,115.0,900.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32482,Yes,Yes,.67587757,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510029,VIGILS TRAILER PARK,P,TAOS,TAOS,GW,105.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,34894,Yes,Yes,.72606587,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510104,MAXWELL COOPERATIVE WATER USERS ASSOC,P,MAXWELL,COLFAX,GW,274.0,120000.0,C,Yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41001.1,Yes,Yes,.85314095,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510107,ORGAN VIEW ESTATES,P,FAIRACRES,DONA ANA,GW,97.0,6000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,58456,Yes,Yes,1.2163383,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510114,LAZY DAYS RV PARK,P,RUIDOSO DOWNS,LINCOLN,GW,200.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510117,BLUEWATER LAKE MDWCA,L,BLUEWATER,MCKINLEY,GW,135.0,103000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,19522,Yes,Yes,.40620902,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510118,FORT UNION NATIONAL MONUMENT USNPS,F,WATROUS,MORA,GW,38.0,57000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510119,PONDEROSA PINES PROPERTY OWNERS ASSOC,P,CLOUDCROFT,OTERO,GW,130.0,81500.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36970.2,Yes,Yes,.76926696,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510120,HILLS VILLAGE WATER SYSTEM,P,TUCUMCARI,QUAY,GWP,126.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,21969,Yes,Yes,.4571256,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,L,BLOOMFIELD,SAN JUAN,SW,7090.0,3100000.0,C,Yes,0.0,0.0,2.0,2.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,55805.3,Yes,Yes,1.1611831,Non-Disadvantaged,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,No,5.0,,,Direct Impact with No Alternative Sources of Water
NM3510201,SOUTH HILLS WATER COMPANY,P,ALBUQUERQUE,BERNALILLO,GW,506.0,150000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35263,Yes,Yes,.73374397,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510204,LEISURE ESTATES HOMEOWNERS ASSOCIATION,P,EAGLE NEST,COLFAX,GW,56.0,4000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510207,EL PATIO MHP #2,P,LAS CRUCES,DONA ANA,GW,37.0,350.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32219,Yes,Yes,.67040515,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510209,CASAS ADOBES MDWCA,P,MIMBRES,GRANT,GW,368.0,30000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,46688.7,Yes,Yes,.9714871,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510218,RAINSVILLE WATER & SANITATION DISTRICT,L,RAINSVILLE,MORA,GW,247.0,130000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510219,PETE RAGAN MEMORIAL WUA,P,MAYHILL,OTERO,GW,81.0,11400.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510220,HOUSE WATER SYSTEM,L,HOUSE,QUAY,GW,108.0,76000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510221,RIO ARRIBA COUNTY VELARDE TREATMENT FAC.,S,,RIO ARRIBA,GW,50.0,15000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510224,FARMINGTON WATER SYSTEM,L,FARMINGTON,SAN JUAN,SW,38000.0,24228667.0,C,Yes,0.0,0.0,4.0,4.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,63147,Yes,Yes,1.3139474,Non-Disadvantaged,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,1.0,1.0,,,,,,,,No,5.0,,,Direct Impact with No Alternative Sources of Water
NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,L,KIRTLAND,SAN JUAN,SW,8647.0,2000000.0,C,Yes,0.0,0.0,4.0,4.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,57145.1,Yes,Yes,1.1890614,Non-Disadvantaged,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,1.0,1.0,,,,,,,,No,5.0,,,Direct Impact with No Alternative Sources of Water
NM3510329,ENCHANTED MOBILE HOME PARK,P,TAOS,TAOS,GW,150.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,34894,Yes,Yes,.72606587,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510333,BLUEWATER ACRES WUA,L,THOREAU,CIBOLA,GW,307.0,105000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,51175,Yes,Yes,1.064837,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510403,FAMBROUGH MDWCA,L,HAGERMAN,CHAVES,GW,557.0,200000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41327,Yes,Yes,.85992217,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510423,COCHITI ELEMENTARY SCHOOL,L,COCHITI LAKE,SANDOVAL,GW,260.0,35000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510429,LAS COLONIAS MHP,P,EL PRADO,TAOS,GW,49.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36764,Yes,Yes,.76497638,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510508,NORTH PARK MDWCA,L,ARTESIA,EDDY,GW,222.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,64673,Yes,Yes,1.3457,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510509,WHISKEY CREEK PROPERTIES,P,SILVER CITY,GRANT,GW,99.0,17900.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,49087,Yes,Yes,1.0213903,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510517,WHISPERING CEDARS WATER ASSOCIATION,P,JAMESTOWN,MCKINLEY,GW,425.0,150000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,66250.89999999991,Yes,Yes,1.3785326,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510519,SILVER SPRINGS WATER SYSTEM,P,CLOUDCROFT,OTERO,GW,46.0,9000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510524,MORNINGSTAR WATER SUPPLY SYSTEM,P,FARMINGTON,SAN JUAN,SWP,6423.0,4770000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,66711.7,Yes,Yes,1.3881209,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3510224,FARMINGTON WATER SYSTEM,38000.0,,,,A,Yes,5.0,5.0,,Direct Impact with No Alternative Sources of Water
NM3510609,PINOS ALTOS MDWCA,L,PINOS ALTOS,GRANT,GWP,320.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,46698,Yes,Yes,.97168064,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510623,ALBUQUERQUE NORTH KOA,P,BERNALILLO,SANDOVAL,GW,80.0,1000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510624,UPPER LA PLATA WATER USERS ASSOCIATION,L,LA PLATA,SAN JUAN,SWP,2265.0,890000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,54375,Yes,Yes,1.1314218,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3510324,LOWER VALLEY WATER USERS ASSOCIATION,8647.0,,,,A,Yes,5.0,5.0,,Direct Impact with No Alternative Sources of Water
NM3510701,ALBUQUERQUE WATER SYSTEM,L,ALBUQUERQUE,BERNALILLO,SW,659736.0,92894000.0,C,Yes,70.0,1.0,4.0,4.0,0.0,1.0,0.0,Surface and Ground,50.0,0.0,0.0,0.0,1.0,50.0,1.0,56252.4,Yes,Yes,1.1704863,Non-Disadvantaged,119.0,5.0,114.0,0.0,5.0,1.0,5.0,0.0,5.0,0.042016807999999996,1.0,1.0,,,,,,,,No,2.0,,,Direct Impact with Alternative Sources of Water
NM3510707,CBG WATER COMPANY,P,CHAPARRAL,DONA ANA,GW,1357.0,165000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32054,Yes,Yes,.66697186,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510732,BOSQUE FARMS WATER SUPPLY SYSTEM,L,BOSQUE FARMS,VALENCIA,GW,4168.0,1500000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,50183.7,Yes,Yes,1.0442102,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3510801,CHILILI WATER USERS ASSN,L,TIJERAS,BERNALILLO,GW,170.0,30000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,62539,Yes,Yes,1.3012964,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511001,SANDIA KNOLLS WATER SYSTEM,P,CEDAR CREST,BERNALILLO,GW,1024.0,199000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,95194,Yes,Yes,1.9807737,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511019,CLOUD COUNTRY WEST WATER SYSTEM,L,ALAMOGORDO,OTERO,GW,663.0,79000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511021,DELANCEY STREET FOUNDATION,P,ALCALDE,RIO ARRIBA,GW,83.0,0.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511101,LOST HORIZON COOP ASSOCIATION,P,ALBUQUERQUE,BERNALILLO,SWP,78.0,105000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,76347,Yes,Yes,1.5886098,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3510701,ALBUQUERQUE WATER SYSTEM,659736.0,,,,A,Yes,2.0,2.0,,Direct Impact with Alternative Sources of Water
NM3511201,SIERRA VISTA SOUTH WATER COOP,P,CEDAR CREST,BERNALILLO,GW,128.0,60000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,75116,Yes,Yes,1.5629954,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511207,ANTHONY W&SD,L,ANTHONY,DONA ANA,GW,10965.0,2200000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26498.2,Yes,Yes,.55136812,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511426,SOLACITO MDWCA,L,ESPANOLA,SANTA FE,GW,29.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36218,Yes,Yes,.75361532,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511507,HACIENDA ACRES WATER SYSTEM (LCU),P,LAS CRUCES,DONA ANA,GW,2859.0,267000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511524,APPLE ORCHARD MDWCA,P,BLOOMFIELD,SAN JUAN,SWP,460.0,0.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,48125,Yes,Yes,1.0013733,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,7090.0,,,,A,Yes,5.0,5.0,,Direct Impact with No Alternative Sources of Water
NM3511601,SANDIA CHURCH OF THE NAZARENE,P,ALBUQUERQUE,BERNALILLO,GW,150.0,2500.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511607,HATCH WATER SUPPLY SYSTEM,L,HATCH,DONA ANA,GW,2437.0,925000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,21667,Yes,Yes,.45084167,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511701,TIERRA WEST ESTATES MHP,P,ALBUQUERQUE,BERNALILLO,GW,1447.0,330000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,31338,Yes,Yes,.6520735,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3511707,LAS CRUCES MUNICIPAL WATER SYSTEM,L,LAS CRUCES,DONA ANA,GW,102308.0,27400000.0,C,Yes,25.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,48980.9,Yes,Yes,1.0191827,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512007,LOWER RIO GRANDE PWWA EAST MESA,L,ORGAN,DONA ANA,GW,2021.0,995000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512207,RINCON WATER CONSUMERS CO-OP,P,RINCON,DONA ANA,GW,580.0,236722.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,21667,Yes,Yes,.45084167,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512407,UNIVERSITY ESTATES WATER SYSTEM (LCU),P,LAS CRUCES,DONA ANA,GW,4815.0,578480.0,C,Yes,6.0,1.0,1.0,1.0,0.0,1.0,0.0,Surface and Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512514,CAPITAN WATER SYSTEM,L,CAPITAN,LINCOLN,GW,2312.0,3101400.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42896,Yes,Yes,.89256954,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512614,CARRIZOZO WATER SYSTEM,L,CARRIZOZO,LINCOLN,GW,1488.0,1300000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35170,Yes,Yes,.73180884,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512714,CORONA WATER SYSTEM,L,CORONA,LINCOLN,GW,341.0,275000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35501.9,Yes,Yes,.73871493,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512814,FORT STANTON FACILITY,S,FORT STANTON,LINCOLN,GW,135.0,325000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,42896,Yes,Yes,.89256954,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3512914,LINCOLN MDWCA,L,LINCOLN,LINCOLN,GW,155.0,188000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513014,NOGAL MDWCA,L,NOGAL,LINCOLN,GW,88.0,38128.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,38925.3,Yes,Yes,.80994821,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513107,LOWER RIO GRANDE PWWA HIGH VALLEY,L,VADO,DONA ANA,GW,67.0,31000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513114,RUIDOSO WATER SYSTEM,L,RUIDOSO,LINCOLN,SW,19076.0,17158000.0,C,Yes,6.0,1.0,3.0,3.0,0.0,1.0,0.0,Surface and Ground,30.0,0.0,0.0,0.0,1.0,30.0,1.0,44578.9,Yes,Yes,.92758691,Disadvantaged,24.0,6.0,18.0,0.0,6.0,1.0,6.0,0.0,6.0,0.25,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact with Alternative Sources of Water
NM3513214,RUIDOSO DOWNS WATER SYSTEM,L,RUIDOSO DOWNS,LINCOLN,GW,2739.0,2070000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41810.3,Yes,Yes,.86997855,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513307,MADRID MHP,P,LAS CRUCES,DONA ANA,GW,64.0,357.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,60711,Yes,Yes,1.2632598,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513319,ALAMOGORDO DOMESTIC WATER SYSTEM,L,ALAMOGORDO,OTERO,SW,35629.0,25011000.0,C,Yes,11.0,1.0,11.0,11.0,0.0,1.0,0.0,Surface and Ground,76.68000000000002,0.0,0.0,0.0,1.0,76.68,1.0,46495.2,Yes,Yes,.96746081,Disadvantaged,25.0,14.0,11.0,0.0,14.0,1.0,14.0,0.0,14.0,0.56,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact with Alternative Sources of Water
NM3513414,ALTO NORTH WATER COOP,P,ALTO,LINCOLN,GW,200.0,36900.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513419,BOLES ACRES WATER SYSTEM,P,ALAMOGORDO,OTERO,GW,718.0,0.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,46222.2,Yes,Yes,.96178031,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513519,CLOUDCROFT WATER SYSTEM,L,CLOUDCROFT,OTERO,GW,2889.0,975000.0,C,Yes,19.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513607,LOWER RIO GRANDE PWWA VALLE DEL RIO,P,LA MESA,DONA ANA,GW,243.0,52000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513619,HIGH ROLLS COMMUNITY WATER USERS COOP,L,HIGH ROLLS MOUNTAIN PARK,OTERO,GW,340.0,130000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53928,Yes,Yes,1.1221207,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513719,LA LUZ MDWCA,L,LA LUZ,OTERO,SW,2500.0,537000.0,C,Yes,4.0,1.0,1.0,1.0,0.0,1.0,0.0,Surface and Ground,0.0,0.0,0.0,0.0,1.0,0.0,1.0,47614.5,Yes,Yes,.99075097,Disadvantaged,6.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.16666667,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact with Alternative Sources of Water
NM3513819,MAYHILL WATER SUPPLY COMPANY,P,MAYHILL,OTERO,GW,143.0,16000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53954.9,Yes,Yes,1.1226804,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3513919,OROGRANDE MDWCA,L,OROGRANDE,OTERO,GWP,105.0,110000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,46413.6,Yes,Yes,.96576291,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3514019,TULAROSA WATER SYSTEM,L,TULAROSA,OTERO,SW,3996.0,3000000.0,C,Yes,0.0,0.0,3.0,3.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,47738,Yes,Yes,.9933207,Disadvantaged,5.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,3.0,0.60000002,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact with Alternative Sources of Water
